Frame,Normal_Angle_deg,Visible_Area_m2
1,64.91787316608958,1.7272388535748935
2,14.151562686351458,2.077872314857152
3,34.99794604111731,2.1847704377368635
4,125.55255596790273,1.8410836824955334
5,29.991177393917074,1.349291840004846
6,49.01666987060937,2.0930413596077577
7,48.77743442525709,2.5824214069650098
